Symbol,ROE,SE,Net Income,momentum,annualized daily std,factor
APD,0.1493330268257951,15660300000.0,2338600000.0,-0.007594394486440432,430.69489326005333,-1.7632887237079314e-05
CEG,0.1397306397306397,11286000000.0,1577000000.0,0.3419485671378431,168.03088032585785,0.0020350340751337567
DHI,0.2072443912368884,23137900000.0,4795200000.0,0.36267413656583714,214.95591845403095,0.0016872023769998975
AFL,0.2119172162838299,21985000000.0,4659000000.0,0.25222547036390325,91.57498622885689,0.002754305304873992
FTNT,-2.476909797151489,-463400000.0,1147800000.0,-0.14090707267186156,99.34419184526242,-0.0014183725294311831
MPC,0.0069110481225516,31399000000.0,217000000.0,0.3766767277514138,226.94205510056355,0.0016597925297913566
PSX,0.0036334913112164,31650000000.0,115000000.0,0.3976990263648344,137.13530125640642,0.0029000485120985976
NSC,0.1429465613019325,12781000000.0,1827000000.0,0.10934420285922399,265.18319264013843,0.0004123345894232722
GM,0.1440555140761562,68307000000.0,9840000000.0,0.0536742887949684,46.978156887136905,0.0011425371353737583
SPG,0.7096809359371602,3687598000.0,2617018000.0,0.4045485337251768,154.2040939365888,0.0026234616954562413
COF,0.0841295253834633,58089000000.0,4887000000.0,0.1999433776544908,132.10824920252844,0.0015134813977283718
MET,0.0529534261065018,30253000000.0,1602000000.0,0.2697405439152858,100.18874370658446,0.0026923238473301496
AEP,0.0873564852102777,25328400000.0,2212600000.0,-0.005424235996008496,73.05895712872596,-7.424464034507476e-05
TRV,0.1200192608643312,24921000000.0,2991000000.0,0.1068272911921595,175.5305502318979,0.0006085965722264713
TTD,0.0826810965064071,2164219000.0,178940000.0,-0.030711191337595065,126.965742959666,-0.00024188565058333317
CPRT,0.2067229066178533,5987440000.0,1237741000.0,0.11325685969505996,70.62399563973187,0.0016036597571285466
BK,0.0801775220073642,41009000000.0,3288000000.0,0.24160529282706453,52.09343324748358,0.004637922244042832
LEN,0.1483520352022019,26701966000.0,3961291000.0,0.3391829143873328,207.8202038659437,0.001632097881138283
PCAR,0.1848111638668627,24894600000.0,4600800000.0,0.38577501902888767,113.92277346490553,0.003386285351872403
KDP,0.0849431375603676,25676000000.0,2181000000.0,0.07365013028113879,27.66601997908418,0.0026621151266723263
ALL,-0.0170164492342597,17630000000.0,-300000000.0,0.2907507590564431,122.00341122725408,0.0023831363084993226
AIG,0.0755930683612405,51301000000.0,3878000000.0,0.24941379774490707,76.1921432625199,0.003273484470512297
KMI,0.0783510353304547,31729000000.0,2486000000.0,0.08897443694098828,11.610038977859844,0.007663577797685356
D,0.0784449212641379,27497000000.0,2157000000.0,-0.030608415351892283,144.3805511812692,-0.00021199818882436277
PAYX,0.4458090003435245,3493200000.0,1557300000.0,0.09663478625952607,101.95600794499491,0.0009478086500960333
TEL,0.1638781638781638,11655000000.0,1910000000.0,0.12281703465745794,101.95670725058942,0.001204599853892868
IQV,0.2221858638743455,6112000000.0,1358000000.0,0.1490292024298885,258.59073756436254,0.0005763129949416519
F,0.0096733492219262,42798000000.0,414000000.0,0.01007535641513882,16.39505810613418,0.0006145361821785276
MPLX,0.2919611307420495,13584000000.0,3966000000.0,0.14026219750900062,33.434406608236664,0.004195145412703291
RCL,0.3478260869565217,4899000000.0,1704000000.0,0.5016815545879486,209.33732757965984,0.00239652220838179
HES,0.1810039575088523,9602000000.0,1738000000.0,0.08815963334301977,242.5570441568072,0.00036345938189297325
FERG,0.3750248163589438,5037000000.0,1889000000.0,0.3250121060239723,220.17617692023538,0.0014761456510425125
HUM,0.2073170731707317,16318000000.0,3383000000.0,-0.11584674427178154,420.2194643375791,-0.00027568152858982567
PRU,0.0841978044113203,29787000000.0,2508000000.0,0.2827142519206349,114.47151668947578,0.002469734481526503
KVUE,0.1484256533761484,11211000000.0,1664000000.0,-0.14127904332127134,9.53166508302521,-0.014822073802495738
EW,0.208262642497842,6719400000.0,1399400000.0,-0.10651507766534438,148.20022888052893,-0.0007187241104142364
ACGL,0.0151457368564423,18355000000.0,278000000.0,0.0475316649458383,173.44698943864924,0.0002740414526632701
ODFL,0.291112498887339,4257811000.0,1239502000.0,0.27200900658497057,263.2607506810271,0.0010332303842533028
CNC,0.1039836646632763,25956000000.0,2699000000.0,0.11661149724286811,150.97469364374123,0.0007723910175174071
CPNG,5.9412768031189085,4104000000.0,24383000000.0,-0.020568671413460665,30.588757754706567,-0.0006724258493398885
HWM,0.1894971513500123,4037000000.0,765000000.0,0.20144402125797578,62.49451002651091,0.003223387481116675
EA,1.0182366652954888,7293000000.0,7426000000.0,0.07477205922885405,100.9393058403907,0.0007407625662404162
DDOG,0.0239800054706485,2025354000.0,48568000.0,0.2289156766103703,222.6402020646221,0.0010281866189823469
HSY,0.4541956426383833,4099086000.0,1861787000.0,-0.2771196826146069,269.05377983667375,-0.0010299787751832717
AME,0.1504191603597218,8730191000.0,1313188000.0,0.0996946156224006,194.33705083797614,0.000512998500247483
GEHC,0.2213406292749658,7310000000.0,1618000000.0,-0.03233749571523259,127.98824373153678,-0.00025265989103704305
KR,0.2897942879968044,10014000000.0,2902000000.0,0.007971983362981135,32.02796530550496,0.00024890695637199637
CTSH,0.1607318363952521,13227000000.0,2126000000.0,0.19457479723242674,65.33774175854681,0.0029779847297366144
EXC,0.0903902154921374,25755000000.0,2328000000.0,-0.07883281412127587,37.7594419847477,-0.0020877642776903076
IR,0.0797322960992007,9846700000.0,785100000.0,0.2611674909672407,83.56313078864888,0.003125391407698638
CBRE,0.1132678945626999,9067000000.0,1027000000.0,0.20692337161681149,90.46867223146678,0.002287237852760698
NUE,0.222059556438749,22123754000.0,4912791000.0,0.24354018690768497,281.56768467427094,0.0008649436713215945
RMD,1.022540480974977,4129903000.0,4222993000.0,-0.21580747982297901,153.05254451481738,-0.00141002216269646
LULU,2.5757496747172492,3148799000.0,8110518000.0,0.39910793872901434,474.72307028200646,0.0008407173860160759
FANG,0.191394148020654,17430000000.0,3336000000.0,0.2130314758579728,184.0656226550118,0.0011573669911043127
VICI,0.0995652233899947,25657774000.0,2554622000.0,0.048562875210779385,23.201071587333463,0.0020931306999325025
DFS,0.1982735365524683,14828000000.0,2940000000.0,0.04693764773020431,101.11371210790503,0.00046420655271872614
HIG,0.1633718274939649,15327000000.0,2504000000.0,0.1531242331164633,76.11410678431902,0.0020117720562676284
XYL,0.0598466981132075,10176000000.0,609000000.0,0.09561795912135007,167.6013061888717,0.0005705084363340056
EIX,0.0784106107891217,17944000000.0,1407000000.0,0.10805690917408128,74.00594090582015,0.001460111280952354
ON,0.280183575622388,7800600000.0,2185600000.0,-0.038005332053068885,146.04524833392688,-0.0002602298430563872
SMCI,0.3245146209505266,1972170000.0,639998000.0,0.28079664160890366,527.8641278592779,0.000531948709505338
QSR,0.3632135306553911,4730000000.0,1718000000.0,0.0460162581212531,110.91380648519882,0.00041488304819286735
VRT,0.2283984316839545,2014900000.0,460200000.0,1.4271017891040843,35.37135738395494,0.040346254558821154
APP,0.3029222440937048,1256329000.0,380570000.0,0.6062071475988817,146.08784038359258,0.004149607154210256
LVS,2.52729044834308,4104000000.0,10372000000.0,-0.1587462467226578,154.9608970596447,-0.0010244277732953243
BIIB,0.0784829114693839,14799400000.0,1161500000.0,-0.13800806631808993,606.708895964066,-0.00022746998970370107
DXCM,0.2617712462535048,2068600000.0,541500000.0,0.012401049578615536,257.5503163612548,4.815000716683693e-05
TSCO,0.515045851587292,2149762000.0,1107226000.0,0.028500840112050417,282.88671116594054,0.00010075001400589618
VST,0.3757985719654265,5322000000.0,2000000000.0,0.589732421344616,18.672684002870124,0.0315826273959314
ARES,0.2310319398233423,5021349000.0,1160092000.0,0.36190779447013477,131.12858419214632,0.0027599458706869077
WAB,0.0783922462941847,10524000000.0,825000000.0,0.2998470021050646,113.39371075118179,0.002644300112578683
EBAY,1.5809881175734837,6396000000.0,10112000000.0,-0.005709292164287795,48.57527083310341,-0.00011753495279324283
FITB,0.0130398497809305,19172000000.0,250000000.0,0.37894583604085214,57.45372701657216,0.00659567021529426
GPN,0.04325054550675,23787515000.0,1028823000.0,0.27320531664690756,163.53774351801957,0.0016705948777922582
HAL,0.2822007844800169,9433000000.0,2662000000.0,0.158172989366233,71.13349805336598,0.0022236076348665997
EQR,0.024402299597111,11578376000.0,282539000.0,0.0010676183119228658,82.93409187636738,1.2873093413917164e-05
PHM,0.2506315696510257,10383257000.0,2602372000.0,0.4969371112680618,147.49495306745965,0.003369180442674388
NTAP,5.4892148403796375,1159000000.0,6362000000.0,0.25858782970480676,58.56484074400093,0.004415410789472609
STT,0.0816841043741333,23799000000.0,1944000000.0,0.11306716293662072,130.51726997225538,0.0008663003981055986
FE,0.1077317698790765,10916000000.0,1176000000.0,-0.006208925034656626,27.893845172778345,-0.00022259122025657213
CHD,0.1959848524147948,3855400000.0,755600000.0,0.013913849346528149,110.97253730632332,0.00012538101483722068
FSLR,0.1242289123134626,6687469000.0,830777000.0,-0.16668281802385193,727.9560116837781,-0.00022897375026591365
RJF,1.1405713163836262,10187000000.0,11619000000.0,0.1963157321070304,163.06501025726905,0.001203910831620477
TROW,0.6277693563432836,10291200000.0,6460500000.0,0.004566798958627925,102.31819161346439,4.463330407441412e-05
ROL,0.376401368332602,1155567000.0,434957000.0,0.08255016056347177,39.17109978203864,0.0021074251430980755
ZBH,0.082085488701334,12488200000.0,1025100000.0,-0.05700048734245216,164.97556202127916,-0.0003455086719759138
WY,0.0819656115670183,10236000000.0,839000000.0,0.22031238586220095,33.18575549527021,0.006638763607283279
ZM,0.0167097739553994,6206607000.0,103711000.0,0.07184390501295257,260.17779892357805,0.0002761338796399583
WRB,0.1852727393708353,7469237000.0,1383846000.0,0.2513702835217679,50.46631567886908,0.00498095175247794
TER,0.1776604509209995,2525897000.0,448752000.0,0.053678724431147164,145.48085901069595,0.0003689744808779321
PINS,-0.011521736316927,3090680000.0,-35610000.0,0.578185002095483,42.60462906385427,0.013570943223773179
MKC,0.1227894167404347,5083500000.0,624200000.0,-0.21350285592776558,87.15679754921648,-0.0024496408992907624
HBAN,0.0721723889060727,19398000000.0,1400000000.0,0.21646800580751543,23.471741186411936,0.009222494577131384
RF,0.1185617103984451,17493000000.0,2074000000.0,0.10260739971242006,29.733073816356622,0.0034509516354132934
BLDR,0.3255369265720146,4732351000.0,1540555000.0,0.4032108996259756,272.67576224287563,0.0014787192536270632
PSTG,0.0776332746514412,941233000.0,73071000.0,0.04116787875655794,39.425312609058686,0.0010441991713490907
BALL,0.1853010164190774,3837000000.0,711000000.0,0.06435719152452601,102.39207609275604,0.0006285368358604764
CLX,0.4149484536082474,388000000.0,161000000.0,-0.10101173744888799,168.7363076248957,-0.0005986366471491078
SYF,0.1609724519887794,13903000000.0,2238000000.0,0.17461775066077578,44.487816098286345,0.003925069063291286
APTV,0.2504221546774738,11844000000.0,2966000000.0,-0.04237379781461689,154.04493871939547,-0.00027507426188019054
STLD,0.2791248898272498,8839527000.0,2467332000.0,0.22266286059035326,282.3943006434993,0.0007884821332546923
DRI,0.446014081308199,2201500000.0,981900000.0,0.019105264707594362,211.66936406368688,9.025994286941773e-05
PFG,0.0597737855244144,11210600000.0,670100000.0,0.1524739305836042,140.15637856690316,0.001087884348487367
SSNC,0.0951279366022164,6397700000.0,608600000.0,0.08866258953466116,65.9362092550312,0.0013446722299689355
NTRS,0.0930668437287252,11897900000.0,1107300000.0,0.15558482164711693,120.4170588650504,0.0012920496739708494
CTRA,0.1245497049130068,13047000000.0,1625000000.0,0.08352638336621013,33.47103477874227,0.002495482554344523
WSM,5.09944557805733,1701051000.0,8674417000.0,0.7233028453930425,92.36595555936385,0.007830838115761967
AVTR,0.06113163004988,5252600000.0,321100000.0,0.14035961047406853,62.70544633445104,0.0022383958440457424
SWKS,0.161572985680701,6082700000.0,982800000.0,0.08421617276389204,153.80661578423,0.0005475458408241425
CRBG,0.081994459833795,12635000000.0,1036000000.0,0.37182641385003173,29.00441885085102,0.012819647094536491
RPRX,0.1685877903737189,10084289000.0,1700088000.0,-0.14747456629811034,47.861207107824306,-0.003081296423758634
RYAN,0.1985210954183356,979644000.0,194480000.0,0.027465948941403705,39.52968383962906,0.0006948183307721958
ENPH,2.328924467072784,983624000.0,2290786000.0,-0.273397124457466,800.383516922008,-0.0003415826521626216
GEN,1.517272727272727,2200000000.0,3338000000.0,0.28426596986322195,37.901988910656144,0.007500027783061816
AMCR,0.258679706601467,4090000000.0,1058000000.0,-0.007143909435794811,10.544531287309708,-0.0006774990031460642
MRO,0.0037483266398929,11205000000.0,42000000.0,0.0472280844499108,45.801899009062694,0.00103113812902312
KEY,0.0660654505704721,14637000000.0,967000000.0,0.4524078724261564,42.17324130194178,0.010727367839410678
THC,-0.0041757443718228,5508000000.0,-23000000.0,0.01327430731380462,135.39911745017938,9.803835921374416e-05
BSY,0.3696760793771819,883982000.0,326787000.0,0.04760169684434704,63.21390929135959,0.0007530256770696745
AKAM,0.1191234578777526,4597155000.0,547629000.0,0.2656399932672694,108.25776034986073,0.0024537732205875172
WMG,0.0953488372093023,430000000.0,41000000.0,0.4861242063936751,61.30916016914912,0.007929063210986433
CPB,0.2342342342342342,3663000000.0,858000000.0,-0.145427484544637,50.269492799324844,-0.002892957068916164
DT,0.0672696650006947,1604869000.0,107959000.0,0.0393386495028968,60.93187212856155,0.0006456169510087476
TOL,0.2013841656243276,6813202000.0,1372071000.0,0.4487918110859021,121.11757678415955,0.0037054226397352894
WES,0.3459762374014981,3029130000.0,1048007000.0,0.16825165307859052,19.430432940670855,0.008659181892258005
PNR,0.1936215846569892,3217100000.0,622900000.0,0.2514457450551285,87.73758905864992,0.002865883913074528
GLPI,0.1675266591763854,4508954000.0,755370000.0,0.027463846500705946,42.603623922769586,0.0006446363940891855
TRMB,0.0691762405279882,4500100000.0,311300000.0,0.07344631333303622,105.50789144163065,0.0006961215159310465
CAVA,0.0232655106324084,570802000.0,13280000.0,,,
EQH,0.3185343156262117,5158000000.0,1643000000.0,0.313146324052606,39.104361139835454,0.008007964199512394
WPC,0.0813442338386013,8706997000.0,708264000.0,-0.015962581282345133,65.9295307803515,-0.00024211580294004377
ELS,0.2199869079640549,1498621000.0,329677000.0,0.08901061241500662,60.42168617410525,0.0014731567099687073
ALLY,0.5966874909196571,13766000000.0,8214000000.0,0.26583619216829474,60.5914064307278,0.004387358007149358
REG,0.0515670678336219,7191935000.0,370867000.0,0.18666110549030795,51.80641941036769,0.0036030497304153134
YUMC,0.1722151987638713,7119000000.0,1226000000.0,-0.27168515704632895,109.77429184550037,-0.002474943381358422
SJM,-0.0125226312613156,7290800000.0,-91300000.0,-0.1372191596633259,162.98660456987866,-0.0008419045235370539
FLEX,0.1196985629162285,5706000000.0,683000000.0,0.1657099749975106,36.37730601788577,0.004555311900118039
CNH,0.2894097643915472,8234000000.0,2383000000.0,-0.10638299267698643,27.824571641825308,-0.003823347005891504
IPG,2.3233731247374014,4046100000.0,9400600000.0,-0.1322455365031907,62.53598658893651,-0.0021147109643039805
HST,0.1101670084969235,6826000000.0,752000000.0,0.1548148891879302,16.553572371456102,0.00935235523269182
JBL,12.10394140216254,2867000000.0,34702000000.0,0.3826286619817637,176.88488243873255,0.002163150726655764
CHRW,0.2291743762057719,1418697000.0,325129000.0,-0.10304452831876122,97.52397322485804,-0.001056607159361469
DOCU,-0.1578747000989815,617287000.0,-97454000.0,0.03445274926361144,139.7574779077586,0.0002465181096524267
FND,0.1273854344144713,1930990000.0,245980000.0,0.1846660266303709,167.93431427753475,0.001099632480859062
PFGC,0.1060472567080496,3745500000.0,397200000.0,0.2099737476746367,98.60353530876877,0.00212947484100972
CUBE,0.1431664310846123,2880808000.0,412435000.0,0.060088064618560685,48.9016941843405,0.0012287522062538751
PR,2.286086250675533e-05,9229748000.0,211000.0,0.4049689987759633,24.21324982228636,0.016725098933362582
FTI,0.0177169698307115,3172100000.0,56200000.0,0.36233743692859405,42.35289812096646,0.008555198180150554
OVV,0.2420443587270974,10370000000.0,2510000000.0,0.26067228962351197,105.58326203771692,0.0024688789169100825
TAP,0.0711866677583345,13435100000.0,956400000.0,-0.02875149021385948,62.605343824266136,-0.00045924977737627664
CHWY,0.3113472433673597,160268000.0,49899000.0,-0.3345536390398135,83.5696740499796,-0.0040032899833943435
NVT,0.1804843894210878,3142100000.0,567100000.0,0.2896413253350562,73.28605122574604,0.00395220264280391
ESTC,-0.5920350366134616,398897000.0,-236161000.0,0.5589984163914307,167.82834460944278,0.0033307747728328536
BEN,0.0812883548574838,13573900000.0,1103400000.0,0.21925907741184913,38.472879279142525,0.005699055582011431
SKX,0.1477083627838098,4400042000.0,649923000.0,0.19907670975144157,88.93951844497794,0.0022383380664985223
CNM,0.2410788381742738,2410000000.0,581000000.0,0.48021981599744346,31.188730934734252,0.015397222060825581
SFM,0.2253769327680974,1148547000.0,258856000.0,0.45523286787336176,51.087609076753715,0.008910827421761363
UNM,0.1330169716310587,9651400000.0,1283800000.0,0.022668258771802088,59.41340858787174,0.0003815343928345063
OHI,0.0661288560613732,3762291000.0,248796000.0,0.06434419121195244,22.04421095218038,0.002918870235434224
